date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:20	74086/74086	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2013:58:37%20GMT	https://www.sat.gob.mx/aplicacion/login/53027/genera-tu-constancia-de-situacion-fiscal.	C:/My%20Web%20Sites/phis/www.sat.gob.mx/aplicacion/login/53027/genera-tu-constancia-de-situacion-fiscal.html	(from https://www.sat.gob.mx/home)
23:28:20	959517/959517	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2008:58:46%20GMT	https://www.sat.gob.mx/personas/otros-tramites-y-servicios	C:/My%20Web%20Sites/phis/www.sat.gob.mx/personas/otros-tramites-y-servicios.html	(from https://www.sat.gob.mx/home)
23:28:21	76783/76783	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2005:27:56%20GMT	https://www.sat.gob.mx/aplicacion/operacion/65837/subastasat.-participa-y-adquiere-bienes-en-las-subastas-del-sat-	C:/My%20Web%20Sites/phis/www.sat.gob.mx/aplicacion/operacion/65837/subastasat.html	(from https://www.sat.gob.mx/home)
23:28:22	73946/73946	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2005:27:59%20GMT	https://www.sat.gob.mx/tramites/login/46063/inscribete-en-el-padron-de-importadores	C:/My%20Web%20Sites/phis/www.sat.gob.mx/tramites/login/46063/inscribete-en-el-padron-de-importadores.html	(from https://www.sat.gob.mx/home)
23:28:22	78415/78415	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2005:27:59%20GMT	https://www.sat.gob.mx/tramites/login/45804/solicita-autorizacion-para-importar-por-unica-vez-sin-estar-inscrito-en-el-padron-de-importadores	C:/My%20Web%20Sites/phis/www.sat.gob.mx/tramites/login/45804/solicita-autorizacion-para-importar-por-unica-vez-sin-estar-inscrito-en-el-padron-de-importadores.html	(from https://www.sat.gob.mx/home)
23:28:23	253057/253057	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2019:04:15%20GMT	https://www.sat.gob.mx/personas/comercio-exterior	C:/My%20Web%20Sites/phis/www.sat.gob.mx/personas/comercio-exterior.html	(from https://www.sat.gob.mx/home)
23:28:23	209353/209353	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2008:58:08%20GMT	https://www.sat.gob.mx/cs/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1461176269173&ssbinary=true	C:/My%20Web%20Sites/phis/www.sat.gob.mx/cs/Portlet-donatarias_960x406-V1.jpg;filename_=UTF-8''Portlet-donatarias_960x406-V1fc15.jpg	(from https://www.sat.gob.mx/home)
23:28:23	1254889/1254889	---MC-	200	added ('OK')	application/pdf	date:Sun,%2025%20Aug%202024%2019:45:27%20GMT	https://www.sat.gob.mx/cs/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1461175806252&ssbinary=true	C:/My%20Web%20Sites/phis/www.sat.gob.mx/cs/PlaMaestro2024.pdf;filename_=UTF-8''PlaMaestro2024e10e.pdf	(from https://www.sat.gob.mx/home)
23:28:24	125219/125219	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2005:28:00%20GMT	https://www.sat.gob.mx/tramites/58799/presenta-aviso-para-el-retorno-seguro-de-tu-vehiculo-	C:/My%20Web%20Sites/phis/www.sat.gob.mx/tramites/58799/presenta-aviso-para-el-retorno-seguro-de-tu-vehiculo-.html	(from https://www.sat.gob.mx/home)
23:28:24	190015/190015	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2012:28:00%20GMT	https://www.sat.gob.mx/tramites/46930/realiza-tu-inscripcion-en-el-padron-de-exportadores-sectorial	C:/My%20Web%20Sites/phis/www.sat.gob.mx/tramites/46930/realiza-tu-inscripcion-en-el-padron-de-exportadores-sectorial.html	(from https://www.sat.gob.mx/home)
